Order ID,Product ID,Location ID,Sales Person ID,Customer ID,Purchase Date,Quantity,Price,Product Name,Cost Per Unit,Discount,Taxes,Category ID,Category Name,City Name,County,State Code,State,Latitude,Longitude,Area Code,Area Population,Area Households,Area Median Income,Customer Name,Age,Gender,Salesperson Name
OID10093,PID2035,A113,EMP1044,C1758,2017-06-02,4,458,Product 36,376.0,0,68.7,D,Category D,East Los Angeles,Los Angeles County,CA,California,34.0239,-118.17201999999999,323,127610,31400,38766,Howard Morgan,57,m,Martin Carr
OID10094,PID2040,A143,EMP1016,C1780,2017-10-22,4,1889,Product 41,945.0,0,283.35,E,Category E,Pasadena,Los Angeles County,CA,California,34.14778,-118.14452,626,142250,54536,72402,James Armstrong,68,m,Henry Nelson
OID10095,PID2027,A105,EMP1039,C1007,2017-02-10,1,2497,Product 28,1473.0,0,374.55,D,Category D,Carlsbad,San Diego County,CA,California,33.15809,-117.35059,760,113453,42791,90597,Benjamin Vasquez,45,m,Eugene Holmes
OID10101,PID2036,A128,EMP1042,C1030,2017-10-14,1,1582,Product 37,1234.0,0,237.3,D,Category D,Irvine,Orange County,CA,California,33.66946,-117.82311000000001,949,256927,87235,92278,Jose Williams,27,m,Scott Clark
OID10103,PID2015,A121,EMP1035,C1614,2017-09-11,3,637,Product 16,389.0,0,95.55,C,Category C,Fresno,Fresno County,CA,California,36.74773,-119.77237,559,520052,161914,41531,Ernest Bradley,70,f,Roger Ramos
OID10104,PID2047,A168,EMP1023,C1446,2017-09-04,3,290,Product 48,200.0,0,43.5,E,Category E,Torrance,Los Angeles County,CA,California,33.83585,-118.34063,424,148475,55377,79549,Brandon Wright,55,m,Brian Davis
OID10105,PID2025,A146,EMP1015,C1607,2017-04-08,2,667,Product 26,387.0,0,100.05,D,Category D,Rialto,San Bernardino County,CA,California,34.1064,-117.37031999999999,909,103132,25199,50971,Charles Fields,70,f,Justin Lynch
OID10108,PID2015,A131,EMP1029,C1660,2017-12-02,1,637,Product 16,389.0,0,95.55,C,Category C,Long Beach,Los Angeles County,CA,California,33.76696,-118.18923000000001,562,474140,164406,52783,Brian Kim,24,f,Howard Gardner
OID10113,PID2010,A167,EMP1007,C1471,2017-05-16,3,1812,Product 11,1305.0,0,271.8,B,Category B,Thousand Oaks,Ventura County,CA,California,34.170559999999995,-118.8375,805,129339,45912,100946,Shawn Scott,51,m,Jeremy Mendoza
OID10117,PID2060,A140,EMP1031,C1436,2017-05-10,3,1467,Product 61,807.0,0,220.05,E,Category E,Orange,Orange County,CA,California,33.78779,-117.85311000000002,657,140992,42680,78513,Ronald Arnold,55,m,Brian Thomas
OID10120,PID2021,A131,EMP1009,C1756,2017-09-12,1,217,Product 22,171.0,0,32.55,C,Category C,Long Beach,Los Angeles County,CA,California,33.76696,-118.18923000000001,562,474140,164406,52783,Stephen Cook,57,m,Kenneth Fields
OID10125,PID2000,A137,EMP1016,C1541,2017-04-21,2,2241,Product 1,1367.0,0,336.15,A,Category A,Oakland,Alameda County,CA,California,37.80437,-122.2708,510,419267,158424,54618,Mark Spencer,45,f,Henry Nelson
OID10128,PID2054,A126,EMP1029,C1347,2017-02-15,1,127,Product 55,79.0,0,19.05,E,Category E,Huntington Beach,Orange County,CA,California,33.6603,-117.99923000000001,657,201899,74460,83252,Fred Jenkins,73,m,Howard Gardner
OID10129,PID2083,A129,EMP1026,C1013,2017-05-27,1,2141,Product 84,1777.0,0,321.15,G,Category G,Jurupa Valley,Riverside County,CA,California,34.002590000000005,-117.46761000000001,951,100314,24839,57749,Nicholas Garcia,34,m,Martin Perry
OID10131,PID2019,A119,EMP1013,C1704,2017-11-28,1,800,Product 20,536.0,0,120.0,C,Category C,Fontana,San Bernardino County,CA,California,34.09223,-117.43505,909,207460,49975,64824,Thomas Gonzales,35,m,Charles Harper
OID10139,PID2009,A104,EMP1027,C1221,2017-01-23,2,584,Product 10,420.0,0,87.6,B,Category B,Burbank,Los Angeles County,CA,California,34.18084,-118.30897,818,105319,41361,66076,Peter Cook,58,f,Gary Rodriguez
OID10142,PID2046,A128,EMP1028,C1794,2017-02-08,4,2410,Product 47,1518.0,0,361.5,E,Category E,Irvine,Orange County,CA,California,33.66946,-117.82311000000001,949,256927,87235,92278,Peter Gilbert,68,m,Howard Sims
OID10143,PID2049,A127,EMP1035,C1258,2017-03-12,1,826,Product 50,562.0,0,123.9,E,Category E,Inglewood,Los Angeles County,CA,California,33.96168,-118.35313000000001,424,111666,36667,42044,Stephen Webb,45,f,Roger Ramos
OID10146,PID2009,A135,EMP1018,C1633,2017-07-08,1,584,Product 10,420.0,0,87.6,B,Category B,Murrieta,Riverside County,CA,California,33.553909999999995,-117.21392,951,109830,32685,74610,Gerald Andrews,80,f,Jimmy Young
OID10149,PID2093,A119,EMP1007,C1666,2017-08-07,3,112,Product 94,90.0,0,16.8,G,Category G,Fontana,San Bernardino County,CA,California,34.09223,-117.43505,909,207460,49975,64824,Nicholas Morrison,24,f,Jeremy Mendoza
OID10154,PID2075,A140,EMP1033,C1407,2017-07-06,1,400,Product 76,208.0,0,60.0,F,Category F,Orange,Orange County,CA,California,33.78779,-117.85311000000002,657,140992,42680,78513,Albert Rice,29,m,Jerry Perry
OID10160,PID2032,A128,EMP1014,C1293,2017-12-15,2,1967,Product 33,1397.0,0,295.05,D,Category D,Irvine,Orange County,CA,California,33.66946,-117.82311000000001,949,256927,87235,92278,Kenneth Ross,45,f,Ronald Reed
OID10161,PID2079,A107,EMP1034,C1266,2017-09-14,4,1725,Product 80,1363.0,0,258.75,F,Category F,Clovis,Fresno County,CA,California,36.82523,-119.70291999999999,559,104180,34512,62666,Chris Chapman,45,f,Arthur Mccoy
OID10164,PID2048,A134,EMP1010,C1285,2017-10-21,1,502,Product 49,296.0,0,75.3,E,Category E,Moreno Valley,Riverside County,CA,California,33.93752,-117.23058999999999,951,204198,51693,54590,Anthony Little,45,f,Joshua Cook
OID10165,PID2025,A155,EMP1026,C1071,2017-06-13,1,667,Product 26,387.0,0,100.05,D,Category D,San Francisco,San Francisco County,CA,California,37.775,-122.41944,415,864816,353287,81294,Shawn Day,30,f,Martin Perry
OID10168,PID2048,A161,EMP1018,C1469,2017-01-31,4,502,Product 49,296.0,0,75.3,E,Category E,Santa Maria,Santa Barbara County,CA,California,34.95303,-120.43571999999999,805,105093,27365,50433,William Franklin,51,m,Jimmy Young
OID10174,PID2033,A105,EMP1007,C1199,2017-04-27,4,2182,Product 34,1200.0,0,327.3,D,Category D,Carlsbad,San Diego County,CA,California,33.15809,-117.35059,760,113453,42791,90597,David Wheeler,55,m,Jeremy Mendoza
OID10175,PID2054,A107,EMP1030,C1415,2017-05-28,3,127,Product 55,79.0,0,19.05,E,Category E,Clovis,Fresno County,CA,California,36.82523,-119.70291999999999,559,104180,34512,62666,Douglas Foster,45,f,Bobby Russell
OID10178,PID2041,A100,EMP1030,C1690,2017-12-30,1,1380,Product 42,1090.0,0,207.0,E,Category E,Anaheim,Orange County,CA,California,33.83529,-117.9145,657,350742,99670,60752,Timothy Howard,45,f,Bobby Russell
OID10179,PID2097,A139,EMP1025,C1650,2017-12-17,4,1052,Product 98,589.0,0,157.8,H,Category H,Ontario,San Bernardino County,CA,California,34.063340000000004,-117.65088999999999,909,171214,47375,54114,Jack Reid,45,f,Ernest Wagner
OID10181,PID2093,A140,EMP1017,C1658,2017-10-27,3,112,Product 94,90.0,0,16.8,G,Category G,Orange,Orange County,CA,California,33.78779,-117.85311000000002,657,140992,42680,78513,Alan Scott,24,f,Brian Hansen
OID10185,PID2048,A150,EMP1005,C1329,2017-10-03,2,502,Product 49,296.0,0,75.3,E,Category E,Sacramento,Sacramento County,CA,California,38.58157,-121.4944,530,490712,178185,50739,Stephen Reynolds,45,f,Ryan Welch
OID10189,PID2002,A111,EMP1030,C1590,2017-09-27,1,847,Product 3,534.0,0,127.05,A,Category A,Daly City,San Mateo County,CA,California,37.70583,-122.46193999999998,650,106562,31137,74449,Sean Andrews,60,f,Bobby Russell
OID10190,PID2034,A152,EMP1015,C1206,2017-11-15,2,871,Product 35,540.0,0,130.65,D,Category D,San Bernardino,San Bernardino County,CA,California,34.108340000000005,-117.28976999999999,909,216108,57580,37047,Antonio Cooper,45,f,Justin Lynch
OID10192,PID2093,A168,EMP1016,C1251,2017-02-27,1,112,Product 94,90.0,0,16.8,G,Category G,Torrance,Los Angeles County,CA,California,33.83585,-118.34063,424,148475,55377,79549,Anthony Fisher,63,f,Henry Nelson
OID10193,PID2054,A139,EMP1004,C1679,2017-08-06,2,127,Product 55,79.0,0,19.05,E,Category E,Ontario,San Bernardino County,CA,California,34.063340000000004,-117.65088999999999,909,171214,47375,54114,Donald Reynolds,45,f,Kenneth Bradley
OID10194,PID2041,A106,EMP1005,C1417,2017-11-11,1,1380,Product 42,1090.0,0,207.0,E,Category E,Chula Vista,San Diego County,CA,California,32.64,-117.08417,619,265757,78066,65185,Eric Bowman,45,f,Ryan Welch
OID10196,PID2083,A129,EMP1008,C1141,2017-06-22,1,2141,Product 84,1777.0,0,321.15,G,Category G,Jurupa Valley,Riverside County,CA,California,34.002590000000005,-117.46761000000001,951,100314,24839,57749,Albert Jacobs,45,f,Carl Elliott
OID10202,PID2041,A107,EMP1032,C1663,2017-03-28,1,1380,Product 42,1090.0,0,207.0,E,Category E,Clovis,Fresno County,CA,California,36.82523,-119.70291999999999,559,104180,34512,62666,Fred Reid,24,f,Larry Castillo
OID10203,PID2070,A143,EMP1014,C1112,2017-11-12,1,1671,Product 71,1220.0,0,250.65,F,Category F,Pasadena,Los Angeles County,CA,California,34.14778,-118.14452,626,142250,54536,72402,James Armstrong,45,f,Ronald Reed
OID10205,PID2042,A168,EMP1040,C1306,2017-12-08,4,203,Product 43,154.0,0,30.45,E,Category E,Torrance,Los Angeles County,CA,California,33.83585,-118.34063,424,148475,55377,79549,Shawn Stephens,67,f,Patrick Ruiz
OID10206,PID2054,A107,EMP1011,C1387,2017-02-08,1,127,Product 55,79.0,0,19.05,E,Category E,Clovis,Fresno County,CA,California,36.82523,-119.70291999999999,559,104180,34512,62666,Justin Romero,45,f,Larry Marshall
OID10210,PID2051,A164,EMP1028,C1781,2017-02-13,4,1077,Product 52,732.0,0,161.55,E,Category E,Stockton,San Joaquin County,CA,California,37.9577,-121.29078,209,305658,92440,44797,Jack Jackson,68,m,Howard Sims
OID10213,PID2049,A120,EMP1013,C1338,2017-09-26,2,826,Product 50,562.0,0,123.9,E,Category E,Fremont,Alameda County,CA,California,37.54827,-121.98857,510,232206,72684,105355,Thomas Hawkins,45,f,Charles Harper
OID10215,PID2089,A118,EMP1033,C1018,2017-03-09,2,2294,Product 90,1399.0,0,344.1,G,Category G,Fairfield,Solano County,CA,California,38.249359999999996,-122.03997,707,112970,34623,67364,Samuel Jenkins,45,f,Jerry Perry
OID10216,PID2037,A106,EMP1025,C1077,2017-10-11,4,880,Product 38,634.0,0,132.0,E,Category E,Chula Vista,San Diego County,CA,California,32.64,-117.08417,619,265757,78066,65185,Paul Lane,32,f,Ernest Wagner
OID10221,PID2022,A121,EMP1019,C1705,2017-09-21,1,561,Product 23,421.0,0,84.15,C,Category C,Fresno,Fresno County,CA,California,36.74773,-119.77237,559,520052,161914,41531,Andrew Reynolds,45,f,Roger Robertson
OID10222,PID2059,A117,EMP1012,C1168,2017-10-07,1,1494,Product 60,971.0,0,224.1,E,Category E,Escondido,San Diego County,CA,California,33.119209999999995,-117.08641999999999,760,151451,45041,50899,Keith Campbell,55,m,John Reyes
OID10223,PID2036,A135,EMP1011,C1148,2017-08-19,1,1582,Product 37,1234.0,0,237.3,D,Category D,Murrieta,Riverside County,CA,California,33.553909999999995,-117.21392,951,109830,32685,74610,Shawn Torres,43,m,Larry Marshall
OID10226,PID2019,A125,EMP1021,C1259,2017-12-11,1,800,Product 20,536.0,0,120.0,C,Category C,Hayward,Alameda County,CA,California,37.668820000000004,-122.0808,510,158289,46713,65096,Phillip Webb,63,f,Clarence Fox
OID10231,PID2016,A163,EMP1013,C1465,2017-01-21,3,1351,Product 17,1108.0,0,202.65,C,Category C,Simi Valley,Ventura County,CA,California,34.26945,-118.78148,805,126788,41972,90210,John Long,51,m,Charles Harper
OID10233,PID2020,A155,EMP1043,C1387,2017-03-18,3,2005,Product 21,1223.0,0,300.75,C,Category C,San Francisco,San Francisco County,CA,California,37.775,-122.41944,415,864816,353287,81294,Justin Romero,45,f,Joshua Taylor
OID10235,PID2006,A124,EMP1037,C1083,2017-11-18,3,1826,Product 7,1443.0,0,273.9,B,Category B,Glendale,Los Angeles County,CA,California,34.142509999999994,-118.25508,818,201020,71498,52574,Aaron Cruz,32,f,Carl Hall
OID10238,PID2038,A105,EMP1004,C1780,2017-04-26,1,392,Product 39,255.0,0,58.8,E,Category E,Carlsbad,San Diego County,CA,California,33.15809,-117.35059,760,113453,42791,90597,James Armstrong,68,m,Kenneth Bradley
OID10242,PID2017,A171,EMP1003,C1731,2017-03-29,1,35,Product 18,22.0,0,5.25,C,Category C,Visalia,Tulare County,CA,California,36.33023,-119.29206,559,130104,41730,52157,Andrew Burns,45,f,Christopher Tucker
OID10245,PID2053,A145,EMP1036,C1431,2017-01-23,1,596,Product 54,358.0,0,89.4,E,Category E,Rancho Cucamonga,San Bernardino County,CA,California,34.1064,-117.59311000000001,909,175236,55240,77396,Billy Evans,44,m,Robert Reed
OID10246,PID2056,A125,EMP1039,C1454,2017-06-25,1,1635,Product 57,1046.0,0,245.25,E,Category E,Hayward,Alameda County,CA,California,37.668820000000004,-122.0808,510,158289,46713,65096,Arthur Webb,51,m,Eugene Holmes
OID10247,PID2021,A111,EMP1041,C1507,2017-09-26,3,217,Product 22,171.0,0,32.55,C,Category C,Daly City,San Mateo County,CA,California,37.70583,-122.46193999999998,650,106562,31137,74449,Donald Andrews,72,m,Joe Sims
OID10256,PID2072,A125,EMP1029,C1310,2017-02-11,1,1887,Product 73,1378.0,0,283.05,F,Category F,Hayward,Alameda County,CA,California,37.668820000000004,-122.0808,510,158289,46713,65096,Billy Cook,45,f,Howard Gardner
OID10264,PID2042,A161,EMP1022,C1715,2017-08-22,2,203,Product 43,154.0,0,30.45,E,Category E,Santa Maria,Santa Barbara County,CA,California,34.95303,-120.43571999999999,805,105093,27365,50433,Thomas Daniels,46,m,Walter Cook
OID10266,PID2027,A153,EMP1022,C1143,2017-08-10,1,2497,Product 28,1473.0,0,374.55,D,Category D,San Buenaventura (Ventura),Ventura County,CA,California,34.26778,-119.25421000000001,805,109708,41029,66995,Ronald Bradley,45,f,Walter Cook
OID10271,PID2065,A151,EMP1006,C1534,2017-01-17,1,2396,Product 66,1965.0,0,359.4,F,Category F,Salinas,Monterey County,CA,California,36.67774,-121.6555,831,157380,40892,49840,Alan Sims,45,f,Sean Miller
OID10274,PID2018,A131,EMP1036,C1365,2017-09-14,1,1972,Product 19,1321.0,0,295.8,C,Category C,Long Beach,Los Angeles County,CA,California,33.76696,-118.18923000000001,562,474140,164406,52783,Henry Harper,22,m,Robert Reed
OID10278,PID2054,A160,EMP1023,C1620,2017-03-30,1,127,Product 55,79.0,0,19.05,E,Category E,Santa Clarita,Los Angeles County,CA,California,34.391659999999995,-118.54258999999999,661,182371,59247,83554,Fred Jenkins,70,f,Brian Davis
OID10279,PID2049,A140,EMP1001,C1434,2017-12-25,1,826,Product 50,562.0,0,123.9,E,Category E,Orange,Orange County,CA,California,33.78779,-117.85311000000002,657,140992,42680,78513,Christopher Nguyen,55,m,Kevin Butler
OID10280,PID2098,A131,EMP1039,C1070,2017-06-04,2,1178,Product 99,683.0,0,176.7,H,Category H,Long Beach,Los Angeles County,CA,California,33.76696,-118.18923000000001,562,474140,164406,52783,David Garrett,30,f,Eugene Holmes
OID10283,PID2039,A137,EMP1012,C1175,2017-12-31,1,817,Product 40,409.0,0,122.55,E,Category E,Oakland,Alameda County,CA,California,37.80437,-122.2708,510,419267,158424,54618,Phillip Coleman,45,f,John Reyes
OID10284,PID2028,A116,EMP1019,C1715,2017-02-02,4,2283,Product 29,1484.0,0,342.45,D,Category D,El Monte,Los Angeles County,CA,California,34.06862,-118.02757,626,116732,30752,38085,Thomas Daniels,46,m,Roger Robertson
OID10291,PID2066,A127,EMP1024,C1499,2017-10-02,3,2091,Product 67,1485.0,0,313.65,F,Category F,Inglewood,Los Angeles County,CA,California,33.96168,-118.35313000000001,424,111666,36667,42044,Stephen Greene,62,m,Ernest Wheeler
OID10294,PID2006,A121,EMP1012,C1443,2017-12-29,4,1826,Product 7,1443.0,0,273.9,B,Category B,Fresno,Fresno County,CA,California,36.74773,-119.77237,559,520052,161914,41531,Lawrence Kelly,55,m,John Reyes
OID10299,PID2022,A143,EMP1022,C1304,2017-12-29,2,561,Product 23,421.0,0,84.15,C,Category C,Pasadena,Los Angeles County,CA,California,34.14778,-118.14452,626,142250,54536,72402,Fred Russell,62,f,Walter Cook
OID10301,PID2079,A164,EMP1019,C1015,2017-02-22,2,1725,Product 80,1363.0,0,258.75,F,Category F,Stockton,San Joaquin County,CA,California,37.9577,-121.29078,209,305658,92440,44797,Andrew Graham,34,m,Roger Robertson
OID10305,PID2080,A114,EMP1042,C1095,2017-03-30,3,2353,Product 81,1788.0,0,352.95,F,Category F,El Cajon,San Diego County,CA,California,32.79477,-116.96253,619,103679,32564,45925,Bobby Coleman,32,f,Scott Clark
OID10306,PID2032,A150,EMP1025,C1307,2017-11-04,1,1967,Product 33,1397.0,0,295.05,D,Category D,Sacramento,Sacramento County,CA,California,38.58157,-121.4944,530,490712,178185,50739,Sean Woods,67,f,Ernest Wagner
OID10314,PID2096,A104,EMP1042,C1244,2017-10-25,3,1587,Product 97,1301.0,0,238.05,H,Category H,Burbank,Los Angeles County,CA,California,34.18084,-118.30897,818,105319,41361,66076,Victor Lopez,58,f,Scott Clark
OID10319,PID2016,A158,EMP1016,C1094,2017-03-29,1,1351,Product 17,1108.0,0,202.65,C,Category C,Santa Ana,Orange County,CA,California,33.74557,-117.86783,949,335400,74757,52253,Charles Montgomery,45,f,Henry Nelson
OID10320,PID2016,A128,EMP1036,C1723,2017-09-28,2,1351,Product 17,1108.0,0,202.65,C,Category C,Irvine,Orange County,CA,California,33.66946,-117.82311000000001,949,256927,87235,92278,Louis Harris,46,m,Robert Reed
OID10326,PID2085,A108,EMP1044,C1212,2017-12-27,4,1862,Product 86,1173.0,0,279.3,G,Category G,Concord,Contra Costa County,CA,California,37.97798,-122.03107,925,128667,45409,68318,Andrew Adams,58,f,Martin Carr
OID10328,PID2018,A103,EMP1027,C1110,2017-07-23,3,1972,Product 19,1321.0,0,295.8,C,Category C,Berkeley,Alameda County,CA,California,37.871590000000005,-122.27275,510,120972,45917,66237,Victor Lopez,33,f,Gary Rodriguez
OID10336,PID2088,A155,EMP1012,C1654,2017-11-26,4,603,Product 89,416.0,0,90.45,G,Category G,San Francisco,San Francisco County,CA,California,37.775,-122.41944,415,864816,353287,81294,Philip Bailey,45,f,John Reyes
OID10338,PID2037,A129,EMP1007,C1383,2017-01-01,1,880,Product 38,634.0,0,132.0,E,Category E,Jurupa Valley,Riverside County,CA,California,34.002590000000005,-117.46761000000001,951,100314,24839,57749,Shawn Wallace,22,m,Jeremy Mendoza
OID10340,PID2086,A166,EMP1018,C1548,2017-02-11,4,123,Product 87,84.0,0,18.45,G,Category G,Temecula,Riverside County,CA,California,33.49364,-117.14836000000001,951,112011,32835,79925,Aaron Carr,45,f,Jimmy Young
OID10341,PID2059,A155,EMP1039,C1035,2017-09-25,1,1494,Product 60,971.0,0,224.1,E,Category E,San Francisco,San Francisco County,CA,California,37.775,-122.41944,415,864816,353287,81294,Wayne Gordon,27,m,Eugene Holmes
OID10345,PID2087,A152,EMP1034,C1288,2017-04-26,1,1022,Product 88,818.0,0,153.3,G,Category G,San Bernardino,San Bernardino County,CA,California,34.108340000000005,-117.28976999999999,909,216108,57580,37047,Jeffrey Phillips,45,f,Arthur Mccoy
OID10347,PID2026,A101,EMP1015,C1304,2017-07-21,2,947,Product 27,786.0,0,142.05,D,Category D,Antioch,Contra Costa County,CA,California,38.00492,-121.80578999999999,925,110542,33718,64329,Fred Russell,62,f,Justin Lynch
